Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
"Dayton, OH",1,0,11,2016,Wichita State,0,11,Vanderbilt,1,1,0.743,17.39,4.24,0.933333333,72.42857143,59.02857143,24.77142857,57.8,0.429,27.77777778,22.02857143,0.324,15.74285714,21.94285714,11.62857143,37.28571429,13.97142857,7.285714286,13.88888889,9.885714286,20.14285714,0.576,17.2,8.68,0.611111111,75.93939394,67.42424242,25.96969697,56.93939394,0.456,8.272727273,21.63636364,0.382,15.72727273,22.63636364,9.484848485,38.57575758,14.75757576,4.212121212,5.515151515,11.6969697,19.15151515
"Dayton, OH",0,2,11,2016,Michigan,1,11,Tulsa,0,1,0.639,13.75,7.92,0.764705882,73.77777778,67.38888889,26.30555556,56.88888889,0.462,26.30769231,25.02777778,0.38,11.66666667,15.80555556,8.055555556,32,14.91666667,5.638888889,6.230769231,9.666666667,15.5,0.625,9.79,5.76,0.666666667,73.625,69.59375,25.65625,57.78125,0.444,6.84375,20.96875,0.326,15.46875,22.84375,10.82352941,35.09375,13.59375,6.75,2.75,10.8125,17.59375
"Dayton, OH",1,1,16,2016,Southern,0,16,Holy Cross,0,0,0.429,-11.2,-6.11,0.277777778,64.77142857,69.85714286,22.14285714,53.68571429,0.412,7.171428571,21.97142857,0.326,13.31428571,19.37142857,7.971428571,30.05714286,13.71428571,6.257142857,2.457142857,11.02857143,16.71428571,0.629,-7.68,-9.37,0.923076923,72.4,68.74285714,25.97142857,58.45714286,0.444,16.23076923,17.42857143,0.346,14.42857143,21.54285714,10.42857143,35.94285714,10.88571429,7.371428571,9.461538462,11.17142857,19.42857143
"Dayton, OH",1,2,16,2016,Florida Gulf Coast,0,16,Fairleigh Dickinson,1,0,0.545,-10.9,-8.31,0.611111111,77.51515152,78.78787879,28.15151515,61.48484848,0.458,7.212121212,19.90909091,0.362,14,20.09090909,10.51515152,33.57575758,14.3030303,7.575757576,2.636363636,12.81818182,21.81818182,0.6,-0.79,-3.82,0.8,77.22857143,70.65714286,28.8,60.17142857,0.479,13.28571429,15.05714286,0.353,14.31428571,22.22857143,11.91428571,40.62857143,13.8,6.571428571,10.07142857,12.51428571,19.25714286
"Indianapolis, IN",0,0,1,2015,Kentucky,1,1,Wisconsin,1,0,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,203,14.92307692,0.349,17.56410256,24.17948718,12.58974359,38,14.17948718,6.487179487,268,10.46153846,17.05128205,0.9,24.61,10.29,0.888888889,72.5,58.175,25.35,52.875,0.479,7.2,19.75,0.365,14.6,19.125,12.43243243,33.45,12.6,4.35,3.175,7.4,12.525
"Indianapolis, IN",1,1,1,2015,Duke,1,1,Wisconsin,1,1,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256,0.9,24.61,10.29,0.888888889,72.5,58.175,25.35,52.875,0.479,7.2,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,3.175,7.4,12.525
"Cleveland, OH",0,0,1,2015,Kentucky,1,5,West Virginia,1,1,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,203,14.92307692,0.349,17.56410256,24.17948718,12.58974359,38,14.17948718,6.487179487,268,10.46153846,17.05128205,0.714,15.12,9.29,0.611111111,72.62857143,66.8,24.91428571,61.08571429,0.408,6.485714286,20.54285714,0.316,16.31428571,24.65714286,16.42857143,36.34285714,14.11428571,10.74285714,2.742857143,12.94285714,23.45714286
"Houston, TX",2,2,1,2015,Duke,1,5,Utah,0,1,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256,0.743,20.98,7.42,0.722222222,71.31428571,57.11428571,24.25714286,50.28571429,0.482,7.542857143,18.68571429,0.404,15.25714286,21.71428571,9.2,34.4,13.97142857,5.942857143,5,11.62857143,16.6
"Charlotte, NC",0,2,1,2015,Duke,1,8,San Diego State,0,1,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256,0.75,11.81,4.24,0.777777778,61.83333333,53.86111111,22.22222222,53.22222222,0.418,5.25,16.41666667,0.32,12.13888889,19.27777778,12.19444444,35.27777778,10.47222222,6.861111111,4.972222222,11.38888889,14.05555556
"Charlotte, NC",0,1,1,2015,Duke,1,16,Robert Morris,0,1,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256,0.571,-3.02,-3.5,0.666666667,68.97142857,68.48571429,24.4,55.02857143,0.443,6.314285714,16.85714286,0.375,13.85714286,19.54285714,10.48571429,33.2,12.22857143,8.571428571,2.857142857,13.34285714,18.57142857
"Omaha, NE",0,2,1,2015,Wisconsin,1,8,Oregon,1,1,0.9,24.61,10.29,0.9375,72.5,58.175,25.35,52.875,0.479,72,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,31.75,7.4,12.525,0.722,11.43,7.65,0.722222222,75.36111111,70.83333333,27.55555556,59.52777778,0.463,7.305555556,20.16666667,0.362,12.94444444,17.02777778,12.18918919,36.05555556,14.11111111,5.75,4.361111111,11.69444444,18.19444444
"Cleveland, OH",0,0,1,2015,Kentucky,1,3,Notre Dame,1,1,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,203,14.92307692,0.349,17.56410256,24.17948718,12.58974359,38,14.17948718,6.487179487,268,10.46153846,17.05128205,0.842,19.23,7.02,0.777777778,77.97368421,65.76315789,27.63157895,54.23684211,0.509,7.947368421,20.39473684,0.39,14.76315789,19.89473684,8.236842105,32.39473684,15.15789474,6.736842105,3.631578947,9.394736842,14.21052632
"Pittsburgh, PA",0,1,1,2015,Villanova,1,8,North Carolina State,1,0,0.917,23.13,7.55,1,76.5,60.91666667,25.44444444,54.19444444,0.47,108.6666667,23.25,0.389,16.55555556,22.63888889,10.30555556,34.30555556,15.83333333,7.722222222,48.66666667,10.61111111,16.55555556,0.611,14.11,9.72,0.555555556,70.13888889,65.75,24.86111111,57.05555556,0.436,6.555555556,18.36111111,0.357,13.86111111,20.19444444,12.08333333,38.02777778,11.52777778,3.833333333,5.111111111,10.41666667,17.69444444
"Los Angeles, CA",2,2,1,2015,Wisconsin,1,4,North Carolina,1,1,0.9,24.61,10.29,0.9375,72.5,58.175,25.35,52.875,0.479,72,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,31.75,7.4,12.525,0.684,20.63,11.76,0.611111111,77.71052632,68.84210526,28.92105263,60.76315789,0.476,4.842105263,13.52631579,0.358,15.02631579,21.42105263,13.27777778,40.55263158,17.39473684,6.605263158,4.210526316,12.65789474,19.42105263
"Los Angeles, CA",0,2,1,2015,Wisconsin,1,2,Arizona,1,1,0.895,24.33,7.41,0.888888889,76.60526316,59.68421053,26.55263158,54.42105263,0.488,5.078947368,14.10526316,0.36,18.42105263,25.63157895,11.22857143,36.81578947,13.89473684,7.236842105,3.447368421,11.02631579,17.92105263,0.9,24.61,10.29,0.9375,72.5,58.175,25.35,52.875,0.479,72,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,31.75,7.4,12.525
"Indianapolis, IN",0,0,1,2015,Wisconsin,1,1,Kentucky,1,0,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,5.205128205,14.92307692,0.349,17.56410256,24.17948718,14.05,38,14.17948718,6.487179487,6.871794872,10.46153846,17.05128205,0.9,24.61,10.29,0.9375,72.5,58.175,25.35,52.875,0.479,72,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,31.75,7.4,12.525
"Louisville, KY",0,0,1,2015,Kentucky,1,8,Cincinnati,1,1,0.676,10.72,4.4,0.722222222,62.14705882,55.82352941,22.38235294,50.14705882,0.446,4.911764706,14.91176471,0.329,12.47058824,18.61764706,14.35294118,34.64705882,11.58823529,6.529411765,5.441176471,12.70588235,14.91176471,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,203,14.92307692,0.349,17.56410256,24.17948718,12.58974359,38,14.17948718,6.487179487,268,10.46153846,17.05128205
"Omaha, NE",2,0,1,2015,Wisconsin,1,16,Coastal Carolina,1,1,0.706,-1.02,-6.18,0.666666667,71.70588235,62.38235294,24.58823529,55.85294118,0.44,6.705882353,18.61764706,0.36,15.82352941,22.94117647,13.14705882,39.35294118,11.32352941,7.058823529,3.264705882,11.73529412,16.44117647,0.9,24.61,10.29,0.9375,72.5,58.175,25.35,52.875,0.479,72,19.75,0.365,14.6,19.125,9.575,33.45,12.6,4.35,31.75,7.4,12.525
"Houston, TX",2,2,1,2015,Duke,1,2,Gonzaga,1,0,0.921,21.12,5.12,0.944444444,78.65789474,61.65789474,28.52631579,54.81578947,0.52,6.947368421,17.36842105,0.4,14.65789474,21.21052632,10.28947368,37.92105263,16.31578947,5.947368421,3.315789474,10.44736842,16.76315789,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256
"Indianapolis, IN",0,1,1,2015,Duke,1,7,Michigan State,1,0,0.692,17.46,10,0.666666667,71.1025641,63.64102564,26,55.92307692,0.465,7.538461538,19.56410256,0.385,11.56410256,18.30769231,11.69444444,37.38461538,16.56410256,5.205128205,4.512820513,11.30769231,18.92307692,0.897,24.97,9.87,0.9375,79.25641026,64.15384615,28.17948718,56.17948718,0.502,70.75,18.76923077,0.387,15.64102564,22.38461538,11.41025641,36.82051282,15.07692308,7.128205128,37.25,10.79487179,15.56410256
"Louisville, KY",1,0,1,2015,Kentucky,1,16,Hampton,1,0,0.486,-8.25,-7.08,0.5,67.02857143,68.2,22.74285714,55.97142857,0.406,5.542857143,18.22857143,0.304,16,24.54285714,11.88571429,36.91428571,10.62857143,6.714285714,4.028571429,14.11428571,21.48571429,0.974,28.72,8.67,1,74.35897436,54.30769231,25.79487179,55.12820513,0.468,203,14.92307692,0.349,17.56410256,24.17948718,12.58974359,38,14.17948718,6.487179487,268,10.46153846,17.05128205
"Pittsburgh, PA",1,0,1,2015,Villanova,1,16,Lafayette,1,0,0.606,-3.37,-3.12,0.5,73.51515152,73,26.42424242,54.51515152,0.485,7.909090909,19.39393939,0.408,12.75757576,16.63636364,8.545454545,30.81818182,15.57575758,5.484848485,2.515151515,11.09090909,15.60606061,0.917,23.13,7.55,1,76.5,60.91666667,25.44444444,54.19444444,0.47,108.6666667,23.25,0.389,16.55555556,22.63888889,10.30555556,34.30555556,15.83333333,7.722222222,48.66666667,10.61111111,16.55555556
"Los Angeles, CA",0,2,2,2015,Arizona,1,6,Xavier,0,1,0.895,24.33,7.41,1,76.60526316,59.68421053,26.55263158,54.42105263,0.488,48.25,14.10526316,0.36,18.42105263,25.63157895,10.81578947,36.81578947,13.89473684,7.236842105,32.75,11.02631579,17.92105263,0.622,15.42,9.48,0.5,73.2972973,67.35135135,25.83783784,54.35135135,0.475,6.324324324,18,0.351,15.2972973,20.94594595,11.86842105,34.64864865,16.10810811,6.027027027,2.864864865,12.08108108,17.86486486
"Omaha, NE",0,1,2,2015,Kansas,1,7,Wichita State,0,0,0.75,18.47,12.13,1,71.13888889,64.80555556,24.13888889,54.88888889,0.44,23.66666667,15.61111111,0.379,16.94444444,23.38888889,11.83333333,37.88888889,13.19444444,6.583333333,19.44444444,12.86111111,17.75,0.857,15.56,3.68,0.944444444,70.28571429,57.37142857,24.57142857,55.22857143,0.445,6.828571429,19.14285714,0.357,14.31428571,20.42857143,13.12820513,35.57142857,13.6,7.142857143,3.828571429,9.342857143,16.77142857
"Houston, TX",2,2,2,2015,Gonzaga,0,11,UCLA,1,1,0.921,21.12,5.12,0.9375,78.65789474,61.65789474,28.52631579,54.81578947,0.52,88,17.36842105,0.4,14.65789474,21.21052632,10.28947368,37.92105263,16.31578947,5.947368421,42,10.44736842,16.76315789,0.611,12.07,8.27,0.611111111,71.94444444,68.13888889,25.83333333,58.30555556,0.443,6.194444444,16.83333333,0.368,14.08333333,20.83333333,12.22222222,37.97222222,13.83333333,6.611111111,3.861111111,11.94444444,17.91666667
"Portland, OR",1,2,2,2015,Arizona,1,15,Texas Southern,0,1,0.895,24.33,7.41,1,76.60526316,59.68421053,26.55263158,54.42105263,0.488,48.25,14.10526316,0.36,18.42105263,25.63157895,10.81578947,36.81578947,13.89473684,7.236842105,32.75,11.02631579,17.92105263,0.629,-5.98,-6.09,0.888888889,68.28571429,68.17142857,23.37142857,52.57142857,0.445,5.285714286,16.4,0.322,16.25714286,24.6,11.25714286,34.08571429,10.71428571,6.114285714,3.114285714,12.97142857,17.4
"Portland, OR",1,2,2,2015,Arizona,1,10,Ohio State,1,1,0.895,24.33,7.41,1,76.60526316,59.68421053,26.55263158,54.42105263,0.488,48.25,14.10526316,0.36,18.42105263,25.63157895,10.81578947,36.81578947,13.89473684,7.236842105,32.75,11.02631579,17.92105263,0.686,19.68,7.37,0.611111111,75.28571429,62.97142857,27.54285714,57,0.483,6.742857143,18.2,0.37,13.45714286,19.8,11.05714286,35.45714286,15.25714286,7.6,5.085714286,11.31428571,16.08571429
"Seattle, WA",0,2,2,2015,Gonzaga,0,15,North Dakota State,0,1,0.921,21.12,5.12,0.9375,78.65789474,61.65789474,28.52631579,54.81578947,0.52,88,17.36842105,0.4,14.65789474,21.21052632,10.28947368,37.92105263,16.31578947,5.947368421,42,10.44736842,16.76315789,0.697,-1.72,-3.63,0.75,64.87878788,62.33333333,22.51515152,51.90909091,0.434,6.96969697,18.18181818,0.383,12.87878788,18.60606061,8.303030303,33.27272727,9.545454545,4.727272727,3.727272727,9.848484848,15.27272727
"Omaha, NE",0,1,2,2015,Kansas,1,15,New Mexico State,0,1,0.75,18.47,12.13,1,71.13888889,64.80555556,24.13888889,54.88888889,0.44,23.66666667,15.61111111,0.379,16.94444444,23.38888889,11.83333333,37.88888889,13.19444444,6.583333333,19.44444444,12.86111111,17.75,0.676,3.71,-3.67,0.928571429,68.11764706,59.79411765,23.76470588,51.41176471,0.462,4.852941176,13.23529412,0.367,15.73529412,22.67647059,12.82352941,35.26470588,11.94117647,6.441176471,3.647058824,13.82352941,15.91176471
"Charlotte, NC",1,0,2,2015,Virginia,1,7,Michigan State,1,0,0.692,17.46,10,0.666666667,71.1025641,63.64102564,26,55.92307692,0.465,7.538461538,19.56410256,0.385,11.56410256,18.30769231,9.371428571,37.38461538,16.56410256,5.205128205,4.512820513,11.30769231,18.92307692,0.882,21.73,7.81,0.9375,65.41176471,51.5,23.64705882,51.70588235,0.457,42.5,14.20588235,0.352,13.11764706,18.05882353,10.52941176,36.23529412,12.64705882,5.470588235,35.75,9.294117647,14.23529412
"Charlotte, NC",0,0,2,2015,Virginia,1,15,Belmont,1,1,0.667,0.35,-2.77,0.6875,74.24242424,70.60606061,26,54.63636364,0.476,9.96969697,26.24242424,0.38,12.27272727,17.72727273,9.272727273,33.12121212,15.27272727,6.333333333,2,13.66666667,16.63636364,0.882,21.73,7.81,0.9375,65.41176471,51.5,23.64705882,51.70588235,0.457,42.5,14.20588235,0.352,13.11764706,18.05882353,10.52941176,36.23529412,12.64705882,5.470588235,35.75,9.294117647,14.23529412
"Seattle, WA",2,0,2,2015,Gonzaga,0,7,Iowa,1,0,0.647,15.83,8.39,0.666666667,69.76470588,62.32352941,24.14705882,56.02941176,0.431,5.647058824,16.94117647,0.333,15.82352941,21.26470588,12.41176471,37.47058824,14.17647059,6.411764706,4.647058824,11.08823529,15.76470588,0.921,21.12,5.12,0.9375,78.65789474,61.65789474,28.52631579,54.81578947,0.52,88,17.36842105,0.4,14.65789474,21.21052632,10.28947368,37.92105263,16.31578947,5.947368421,42,10.44736842,16.76315789
"Cleveland, OH",0,1,3,2015,Notre Dame,1,7,Wichita State,0,1,0.842,19.23,7.02,0.894736842,77.97368421,65.76315789,27.63157895,54.23684211,0.509,50.33333333,20.39473684,0.39,14.76315789,19.89473684,8.236842105,32.39473684,15.15789474,6.736842105,23,9.394736842,14.21052632,0.857,15.56,3.68,0.944444444,70.28571429,57.37142857,24.57142857,55.22857143,0.445,6.828571429,19.14285714,0.357,14.31428571,20.42857143,11.62857143,35.57142857,13.6,7.142857143,3.828571429,9.342857143,16.77142857
"Pittsburgh, PA",0,1,3,2015,Notre Dame,1,14,Northeastern,0,1,0.842,19.23,7.02,0.894736842,77.97368421,65.76315789,27.63157895,54.23684211,0.509,50.33333333,20.39473684,0.39,14.76315789,19.89473684,8.236842105,32.39473684,15.15789474,6.736842105,23,9.394736842,14.21052632,0.657,2.03,-1.34,0.666666667,68.48571429,65.11428571,23.94285714,49.28571429,0.486,5.8,15.02857143,0.386,14.8,20.37142857,8.485714286,33.14285714,14.28571429,5.228571429,3.685714286,13.8,14.17142857
"Syracuse, NY",1,2,3,2015,Oklahoma,1,7,Michigan State,1,0,0.692,17.46,10,0.666666667,71.1025641,63.64102564,26,55.92307692,0.465,7.538461538,19.56410256,0.385,11.56410256,18.30769231,11.17948718,37.38461538,16.56410256,5.205128205,4.512820513,11.30769231,18.92307692,0.686,18.65,9.94,0.933333333,71.45714286,62.74285714,25.28571429,58.14285714,0.435,21.45454545,19.65714286,0.343,14.14285714,19.08571429,11.11428571,38.05714286,12.28571429,6.771428571,15.81818182,11.97142857,16.28571429
"Louisville, KY",0,1,3,2015,Iowa State,1,14,Alabama-Birmingham,0,0,0.556,1.94,1.62,0.666666667,68.77777778,68.11111111,24.25,56.72222222,0.428,5.611111111,16.86111111,0.333,14.66666667,19.86111111,12.05555556,36.72222222,14.33333333,6.583333333,5.111111111,13.38888889,17.5,0.735,17.94,9.15,0.9375,77.79411765,69,27.64705882,58.02941176,0.476,29.22222222,21.35294118,0.362,14.76470588,21.20588235,9.5,35.91176471,16.05882353,6.411764706,14.77777778,11.02941176,15.5
"Jacksonville, FL",0,2,3,2015,Baylor,1,14,Georgia State,0,0,0.714,5.47,-2.03,0.75,71.4,62.4,25.77142857,53.65714286,0.48,4.971428571,14.91428571,0.333,14.88571429,20.54285714,9.2,31.88571429,13.68571429,9.171428571,4.085714286,10.45714286,18.34285714,0.706,17.85,9.33,0.888888889,69.08823529,60.23529412,23.91176471,55.11764706,0.434,23.6,18.41176471,0.377,14.32352941,21.26470588,14.61764706,39.20588235,14.61764706,7.735294118,13.2,12.76470588,16.61764706
"Pittsburgh, PA",0,0,3,2015,Notre Dame,1,6,Butler,1,1,0.676,16.64,8.62,0.666666667,69,60.97058824,23.94117647,55.35294118,0.433,5.647058824,15.88235294,0.356,15.47058824,22.55882353,11.09090909,36.44117647,11.38235294,6.382352941,3.029411765,11.05882353,17.41176471,0.842,19.23,7.02,0.894736842,77.97368421,65.76315789,27.63157895,54.23684211,0.509,50.33333333,20.39473684,0.39,14.76315789,19.89473684,8.236842105,32.39473684,15.15789474,6.736842105,23,9.394736842,14.21052632
"Columbus, OH",0,1,3,2015,Oklahoma,1,11,Dayton,1,0,0.75,10.98,4.06,0.722222222,67.75,60.83333333,22.5,48.75,0.462,6.638888889,18.61111111,0.357,16.11111111,23.5,11.18918919,31.13888889,13.61111111,6.944444444,2.527777778,11.52777778,15.91666667,0.686,18.65,9.94,0.933333333,71.45714286,62.74285714,25.28571429,58.14285714,0.435,21.45454545,19.65714286,0.343,14.14285714,19.08571429,11.11428571,38.05714286,12.28571429,6.771428571,15.81818182,11.97142857,16.28571429
"Columbus, OH",1,1,3,2015,Oklahoma,1,14,Albany (NY),1,1,0.727,-0.34,-5.18,0.9375,65.33333333,60.48484848,22.09090909,50.48484848,0.438,6.212121212,17.33333333,0.358,14.93939394,19.6969697,10.08823529,33.66666667,10.57575758,5.666666667,1.606060606,11.54545455,16.48484848,0.686,18.65,9.94,0.933333333,71.45714286,62.74285714,25.28571429,58.14285714,0.435,21.45454545,19.65714286,0.343,14.14285714,19.08571429,11.11428571,38.05714286,12.28571429,6.771428571,15.81818182,11.97142857,16.28571429
"Columbus, OH",1,0,4,2015,Maryland,1,5,West Virginia,1,0,0.8,13.32,7.63,0.947368421,69.05714286,63.37142857,22.31428571,50.77142857,0.44,36.85714286,19.62857143,0.376,17.05714286,22.57142857,8.971428571,34.94285714,10.74285714,4.828571429,21.57142857,12.31428571,16.68571429,0.714,15.12,9.29,0.611111111,72.62857143,66.8,24.91428571,61.08571429,0.408,6.485714286,20.54285714,0.316,16.31428571,24.65714286,16.42857143,36.34285714,14.11428571,10.74285714,2.742857143,12.94285714,23.45714286
"Columbus, OH",1,0,4,2015,Maryland,1,13,Valparaiso,0,1,0.8,13.32,7.63,0.947368421,69.05714286,63.37142857,22.31428571,50.77142857,0.44,36.85714286,19.62857143,0.376,17.05714286,22.57142857,8.971428571,34.94285714,10.74285714,4.828571429,21.57142857,12.31428571,16.68571429,0.824,6.29,-2,0.8125,69.58823529,59.44117647,24.61764706,54,0.456,6.941176471,18.23529412,0.381,13.41176471,19.88235294,8.911764706,37.52941176,13.02941176,5.970588235,4.617647059,12.41176471,16.55882353
"Portland, OR",2,1,4,2015,Georgetown,1,5,Utah,0,0,0.667,15.48,9.81,0.8125,70.90909091,65.24242424,24.21212121,53.12121212,0.456,18.27272727,17.24242424,0.353,16.39393939,23.3030303,11.12121212,34.90909091,12.93939394,7.606060606,14.18181818,12.57575758,20.24242424,0.743,20.98,7.42,0.722222222,71.31428571,57.11428571,24.25714286,50.28571429,0.482,7.542857143,18.68571429,0.404,15.25714286,21.71428571,9.2,34.4,13.97142857,5.942857143,5,11.62857143,16.6
"Seattle, WA",2,2,4,2015,Louisville,1,5,Northern Iowa,0,1,0.75,18.12,8.98,0.789473684,68.97222222,59.83333333,24.38888889,56.88888889,0.429,22,17.88888889,0.307,14.69444444,22,12.61111111,37.52777778,11.63888889,7.861111111,21.33333333,11.33333333,17.30555556,0.886,12.54,2,0.888888889,65.17142857,54.62857143,22.17142857,46.22857143,0.48,7.342857143,18.42857143,0.398,13.48571429,18.4,5.416666667,30.6,11.8,5.914285714,2.4,10.37142857,14.51428571
"Syracuse, NY",1,1,4,2015,Louisville,1,8,North Carolina State,1,1,0.75,18.12,8.98,0.789473684,68.97222222,59.83333333,24.38888889,56.88888889,0.429,22,17.88888889,0.307,14.69444444,22,12.61111111,37.52777778,11.63888889,7.861111111,21.33333333,11.33333333,17.30555556,0.611,14.11,9.72,0.555555556,70.13888889,65.75,24.86111111,57.05555556,0.436,6.555555556,18.36111111,0.357,13.86111111,20.19444444,11.72222222,38.02777778,11.52777778,3.833333333,5.111111111,10.41666667,17.69444444
"Syracuse, NY",1,1,4,2015,Louisville,1,7,Michigan State,1,0,0.692,17.46,10,0.666666667,71.1025641,63.64102564,26,55.92307692,0.465,7.538461538,19.56410256,0.385,11.56410256,18.30769231,10.39473684,37.38461538,16.56410256,5.205128205,4.512820513,11.30769231,18.92307692,0.75,18.12,8.98,0.789473684,68.97222222,59.83333333,24.38888889,56.88888889,0.429,22,17.88888889,0.307,14.69444444,22,12.61111111,37.52777778,11.63888889,7.861111111,21.33333333,11.33333333,17.30555556
"Seattle, WA",2,2,4,2015,Louisville,1,13,California-Irvine,0,1,0.618,3.63,0.45,0.6875,67.5,62.14705882,25.11764706,54.44117647,0.461,6.382352941,16.41176471,0.389,10.88235294,15.91176471,9.676470588,35.23529412,14.11764706,5.705882353,4.941176471,11.64705882,17,0.75,18.12,8.98,0.789473684,68.97222222,59.83333333,24.38888889,56.88888889,0.429,22,17.88888889,0.307,14.69444444,22,12.61111111,37.52777778,11.63888889,7.861111111,21.33333333,11.33333333,17.30555556
"Jacksonville, FL",2,0,4,2015,North Carolina,1,13,Harvard,0,1,0.733,4.47,-0.25,0.8,64.2,57.56666667,22.36666667,51.6,0.433,4.866666667,13.73333333,0.354,14.6,20.3,10.46875,34.16666667,12.8,7.1,4.5,11.63333333,15.73333333,0.684,20.63,11.76,0.666666667,77.71052632,68.84210526,28.92105263,60.76315789,0.476,15.33333333,13.52631579,0.358,15.02631579,21.42105263,13.84210526,40.55263158,17.39473684,6.605263158,13.33333333,12.65789474,19.42105263
"Jacksonville, FL",2,0,4,2015,North Carolina,1,5,Arkansas,1,1,0.75,14.07,6.79,0.722222222,77.41666667,70.13888889,27.16666667,61,0.445,6.611111111,18.91666667,0.349,16.47222222,22.75,11.13888889,35.83333333,16.08333333,7.694444444,4.666666667,11.94444444,19,0.684,20.63,11.76,0.666666667,77.71052632,68.84210526,28.92105263,60.76315789,0.476,15.33333333,13.52631579,0.358,15.02631579,21.42105263,13.84210526,40.55263158,17.39473684,6.605263158,13.33333333,12.65789474,19.42105263
"Portland, OR",0,2,4,2015,Georgetown,1,13,Eastern Washington,1,0,0.743,0.79,-3.84,0.777777778,80.57142857,73.94285714,27.91428571,58.42857143,0.478,9.828571429,24.57142857,0.4,14.91428571,20.54285714,10.02857143,33.8,12.97142857,6.257142857,4.771428571,10.74285714,17.82857143,0.667,15.48,9.81,0.8125,70.90909091,65.24242424,24.21212121,53.12121212,0.456,18.27272727,17.24242424,0.353,16.39393939,23.3030303,11.12121212,34.90909091,12.93939394,7.606060606,14.18181818,12.57575758,20.24242424
"Seattle, WA",2,2,5,2015,Northern Iowa,0,12,Wyoming,0,1,0.886,12.54,2,1,65.17142857,54.62857143,22.17142857,46.22857143,0.48,64.25,18.42857143,0.398,13.48571429,18.4,7.285714286,30.6,11.8,5.914285714,21,10.37142857,14.51428571,0.714,3.81,-0.04,0.611111111,61.45714286,56.4,21.34285714,46.25714286,0.461,5.971428571,18.34285714,0.326,12.8,18.22857143,6.171428571,29.91428571,14.31428571,5.457142857,2.914285714,11.2,13.74285714
"Jacksonville, FL",2,1,5,2015,Arkansas,1,12,Wofford,0,1,0.75,14.07,6.79,0.894736842,77.41666667,70.13888889,27.16666667,61,0.445,26.44444444,18.91666667,0.349,16.47222222,22.75,13.05555556,35.83333333,16.08333333,7.694444444,18.66666667,11.94444444,19,0.8,2.56,-2.98,0.888888889,66.6,59.68571429,23.37142857,51.48571429,0.454,6.342857143,17.02857143,0.372,13.51428571,19.65714286,10.66666667,32.54285714,13.17142857,6.514285714,2.485714286,10.82857143,16.82857143
"Portland, OR",1,2,5,2015,Utah,0,12,Stephen F. Austin,0,1,0.743,20.98,7.42,0.941176471,71.31428571,57.11428571,24.25714286,50.28571429,0.482,29.33333333,18.68571429,0.404,15.25714286,21.71428571,9.2,34.4,13.97142857,5.942857143,19.44444444,11.62857143,16.6,0.853,8.61,-4.2,0.944444444,78.58823529,64.35294118,26.79411765,55,0.487,7.705882353,20.35294118,0.379,17.29411765,23.5,12.14705882,34.58823529,17.52941176,7.617647059,3.529411765,14,21.58823529
