Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
"Indianapolis, IN",0,1,2,2013,Duke,1,3,Michigan State,1,1,0.75,18.64,10.55,0.722222222,68,59.13888889,24.5,53.36111111,0.459,4.916666667,14.52777778,0.338,14.08333333,19.72222222,11.17948718,34.47222222,13.16666667,8.027777778,3.888888889,13.58333333,16.08333333,0.833,21.43,9.54,1,77.16666667,65.27777778,26.66666667,56.47222222,0.472,45,18.77777778,0.399,16.33333333,22.11111111,9.361111111,31.08333333,14.30555556,6.444444444,22.5,10.63888889,17.91666667
"Philadelphia, PA",0,0,2,2013,Duke,1,15,Albany (NY),1,1,0.686,-0.87,-4.53,0.5625,64.31428571,60.65714286,21.74285714,49.94285714,0.435,6.085714286,16.42857143,0.37,14.74285714,20,10.08823529,29.2,11.25714286,5.485714286,2.028571429,13.37142857,16.11428571,0.833,21.43,9.54,1,77.16666667,65.27777778,26.66666667,56.47222222,0.472,45,18.77777778,0.399,16.33333333,22.11111111,9.361111111,31.08333333,14.30555556,6.444444444,22.5,10.63888889,17.91666667
"Philadelphia, PA",1,0,2,2013,Duke,1,7,Creighton,1,1,0.778,16.44,5.16,0.722222222,74.44444444,63.16666667,26.16666667,52.27777778,0.501,8.527777778,20.61111111,0.414,13.58333333,17.88888889,8.333333333,32.55555556,16.91666667,4.833333333,2.555555556,12.30555556,16.33333333,0.833,21.43,9.54,1,77.16666667,65.27777778,26.66666667,56.47222222,0.472,45,18.77777778,0.399,16.33333333,22.11111111,9.361111111,31.08333333,14.30555556,6.444444444,22.5,10.63888889,17.91666667
"Dayton, OH",1,0,2,2013,Ohio State,1,15,Iona,1,1,0.588,4.04,-0.02,0.611111111,80.38235294,76.32352941,28.11764706,61.94117647,0.454,8.323529412,22.67647059,0.367,15.82352941,20.26470588,10.54545455,32.17647059,15.38235294,6.529411765,2.970588235,12.38235294,17.11764706,0.784,20.19,9.32,0.888888889,70.24324324,59.37837838,25.08108108,55.59459459,0.451,28.375,17.24324324,0.356,13.94594595,19.7027027,10.21621622,32.94594595,13.32432432,6.702702703,20.25,10.18918919,15.94594595
"Auburn Hills, MI",0,0,3,2013,Michigan State,1,14,Valparaiso,0,1,0.75,18.64,10.55,0.944444444,68,59.13888889,24.5,53.36111111,0.459,19.66666667,14.52777778,0.338,14.08333333,19.72222222,11.69444444,34.47222222,13.16666667,8.027777778,15.55555556,13.58333333,16.08333333,0.765,7.15,-1.13,0.8125,71.17647059,62.32352941,24.20588235,49.97058824,0.484,7.441176471,20,0.372,15.32352941,20.97058824,11.67647059,29.64705882,13.73529412,6.823529412,3.352941176,14.29411765,17.23529412
"Washington, DC",1,0,3,2013,Marquette,1,4,Syracuse,1,0,0.743,14.04,8.58,1,68.05714286,62.6,24.05714286,52.68571429,0.457,16.33333333,14.2,0.296,15.74285714,21.57142857,11.94285714,31.88571429,13.8,6.6,13.66666667,13.45714286,16.85714286,0.75,20.3,8.57,0.611111111,70.4,58.675,25.175,57.325,0.439,5.825,17.4,0.335,14.225,21.075,14,34.5,14.05,9,6.2,12.375,15.925
"Austin, TX",2,2,3,2013,Florida,1,14,Northwestern State,0,1,0.784,23.86,6.83,1,71.40540541,54.37837838,25.94594595,54.32432432,0.478,37.5,21.45945946,0.378,11.40540541,16.83783784,10.2972973,31.86486486,14.59459459,7.162162162,15,10.83783784,14,0.719,0.41,-3.77,0.833333333,79.96875,71.40625,28.71875,62.71875,0.458,5.90625,18.84375,0.313,16.625,24.21875,13.59375,35.40625,15.28125,9.59375,4.71875,14,19.34375
"Austin, TX",2,2,3,2013,Florida,1,11,Minnesota,1,1,0.784,23.86,6.83,1,71.40540541,54.37837838,25.94594595,54.32432432,0.478,37.5,21.45945946,0.378,11.40540541,16.83783784,10.2972973,31.86486486,14.59459459,7.162162162,15,10.83783784,14,0.618,16.83,10.31,0.444444444,68.73529412,62.20588235,23.97058824,54.05882353,0.443,5.411764706,16.05882353,0.337,15.38235294,22.47058824,14.73529412,34.88235294,14.79411765,7.441176471,5.5,13.73529412,17.79411765
"Arlington, TX",2,2,3,2013,Florida,1,4,Michigan,1,0,0.795,21.28,10.05,0.666666667,75.17948718,63.25641026,28.02564103,57.94871795,0.484,7.58974359,19.71794872,0.385,11.53846154,16.46153846,7.368421053,31.94871795,14.48717949,6.128205128,2.769230769,9.435897436,12.71794872,0.784,23.86,6.83,1,71.40540541,54.37837838,25.94594595,54.32432432,0.478,37.5,21.45945946,0.378,11.40540541,16.83783784,10.2972973,31.86486486,14.59459459,7.162162162,15,10.83783784,14
"Salt Lake City, UT",2,1,3,2013,New Mexico,0,14,Harvard,0,0,0.667,3.95,0.16,0.785714286,68.3,64.13333333,22.56666667,47.5,0.475,6.366666667,16,0.398,16.8,23.23333333,7.3,26.53333333,13.06666667,7.266666667,4.2,13.3,15.23333333,0.829,13.28,6.63,0.9375,67.28571429,60.62857143,21.94285714,51.85714286,0.423,36.83333333,17.97142857,0.351,17.08571429,23.68571429,9.571428571,32.08571429,14.42857143,6.285714286,22.33333333,11.48571429,15.48571429
"Lexington, KY",0,1,3,2013,Marquette,1,14,Davidson,0,1,0.765,7.27,-3.45,0.944444444,73.23529412,62.05882353,24.61764706,53.32352941,0.462,7.529411765,20.41176471,0.369,16.47058824,20.70588235,10.46875,30.82352941,13.91176471,5.558823529,2.970588235,10.91176471,17.67647059,0.743,14.04,8.58,1,68.05714286,62.6,24.05714286,52.68571429,0.457,16.33333333,14.2,0.296,15.74285714,21.57142857,11.94285714,31.88571429,13.8,6.6,13.66666667,13.45714286,16.85714286
"Lexington, KY",0,1,3,2013,Marquette,1,6,Butler,0,1,0.75,10.99,6.08,0.6875,69.30555556,63.86111111,24.13888889,53.63888889,0.45,6.638888889,19.11111111,0.347,14.38888889,20.66666667,12,33.69444444,12.91666667,5.722222222,2.611111111,13.16666667,17.88888889,0.743,14.04,8.58,1,68.05714286,62.6,24.05714286,52.68571429,0.457,16.33333333,14.2,0.296,15.74285714,21.57142857,11.94285714,31.88571429,13.8,6.6,13.66666667,13.45714286,16.85714286
"Arlington, TX",2,2,3,2013,Florida,1,15,Florida Gulf Coast,1,1,0.703,2.76,-2.07,0.722222222,72.86486486,66.72972973,26.37837838,57.08108108,0.462,6.675675676,19.51351351,0.342,13.43243243,19.89189189,11.13513514,33.13513514,14.13513514,8.945945946,3.756756757,14.72972973,17.54054054,0.784,23.86,6.83,1,71.40540541,54.37837838,25.94594595,54.32432432,0.478,37.5,21.45945946,0.378,11.40540541,16.83783784,10.2972973,31.86486486,14.59459459,7.162162162,15,10.83783784,14
"Auburn Hills, MI",1,0,3,2013,Michigan State,1,6,Memphis,1,0,0.861,12.26,2.7,1,74.47222222,64.91666667,27.11111111,57.52777778,0.471,6.111111111,16.44444444,0.372,14.13888889,21.41666667,12.55882353,34.52777778,16.80555556,8.916666667,6.416666667,14.52777778,18.08333333,0.75,18.64,10.55,0.944444444,68,59.13888889,24.5,53.36111111,0.459,19.66666667,14.52777778,0.338,14.08333333,19.72222222,11.69444444,34.47222222,13.16666667,8.027777778,15.55555556,13.58333333,16.08333333
"Auburn Hills, MI",0,1,4,2013,Michigan,1,5,Virginia Commonwealth,0,1,0.795,21.28,10.05,0.944444444,75.17948718,63.25641026,28.02564103,57.94871795,0.484,37,19.71794872,0.385,11.53846154,16.46153846,10.66666667,31.94871795,14.48717949,6.128205128,13.5,9.435897436,12.71794872,0.75,16.89,4.47,0.75,76.94444444,64.52777778,28.05555556,62.30555556,0.45,7.805555556,22.22222222,0.351,13.02777778,18.58333333,12.08333333,32.08333333,14.47222222,11.72222222,3.027777778,11.30555556,19.66666667
"Atlanta, GA",2,2,4,2013,Michigan,1,4,Syracuse,1,1,0.795,21.28,10.05,0.944444444,75.17948718,63.25641026,28.02564103,57.94871795,0.484,37,19.71794872,0.385,11.53846154,16.46153846,10.66666667,31.94871795,14.48717949,6.128205128,13.5,9.435897436,12.71794872,0.75,20.3,8.57,0.611111111,70.4,58.675,25.175,57.325,0.439,5.825,17.4,0.335,14.225,21.075,12.02702703,34.5,14.05,9,6.2,12.375,15.925
"Auburn Hills, MI",0,1,4,2013,Michigan,1,13,South Dakota State,0,1,0.795,21.28,10.05,0.944444444,75.17948718,63.25641026,28.02564103,57.94871795,0.484,37,19.71794872,0.385,11.53846154,16.46153846,10.66666667,31.94871795,14.48717949,6.128205128,13.5,9.435897436,12.71794872,0.714,2.36,-3.27,0.8125,73.37142857,65.71428571,26,55.37142857,0.47,7.714285714,19.82857143,0.389,13.65714286,17.91428571,11.20588235,32.14285714,14.45714286,5,2.228571429,10.42857143,14.05714286
"San Jose, CA",2,1,4,2013,Saint Louis,0,12,Oregon,1,0,0.8,14.33,4.28,0.894736842,68.22857143,58.17142857,23.08571429,51.77142857,0.446,30,17.62857143,0.34,16.05714286,22.8,8.742857143,29.48571429,12.94285714,7.628571429,15.57142857,10.94285714,17.22857143,0.757,13.82,5.77,0.666666667,71.62162162,63.56756757,25.51351351,57.02702703,0.447,5.189189189,15.59459459,0.333,15.40540541,21.86486486,10.47058824,34.72972973,13.08108108,8.486486486,3.945945946,15,17.59459459
"San Jose, CA",2,2,4,2013,Saint Louis,0,13,New Mexico State,0,1,0.8,14.33,4.28,0.894736842,68.22857143,58.17142857,23.08571429,51.77142857,0.446,30,17.62857143,0.34,16.05714286,22.8,8.742857143,29.48571429,12.94285714,7.628571429,15.57142857,10.94285714,17.22857143,0.686,5.11,0.7,0.777777778,67.28571429,62.14285714,23.77142857,52.22857143,0.455,3.914285714,12.51428571,0.313,15.82857143,24.14285714,12.25714286,35.28571429,11.45714286,5.657142857,5.514285714,14.45714286,15
"San Jose, CA",2,2,4,2013,Syracuse,1,13,Montana,0,1,0.75,20.3,8.57,0.894736842,70.4,58.675,25.175,57.325,0.439,23.3,17.4,0.335,14.225,21.075,14,34.5,14.05,9,24.8,12.375,15.925,0.781,-1.11,-4.21,0.95,69.9375,65.5,23.75,51.09375,0.465,6.84375,18.40625,0.372,15.59375,20.34375,7.75,28.28125,12.65625,5.84375,3.125,12.21875,16.96875
"Atlanta, GA",2,1,4,2013,Syracuse,1,4,Michigan,1,0,0.795,21.28,10.05,0.666666667,75.17948718,63.25641026,28.02564103,57.94871795,0.484,7.58974359,19.71794872,0.385,11.53846154,16.46153846,7.368421053,31.94871795,14.48717949,6.128205128,2.769230769,9.435897436,12.71794872,0.75,20.3,8.57,0.894736842,70.4,58.675,25.175,57.325,0.439,23.3,17.4,0.335,14.225,21.075,14,34.5,14.05,9,24.8,12.375,15.925
"Kansas City, MO",2,0,4,2013,Kansas State,1,13,La Salle,0,0,0.706,10.14,4.46,0.6875,72.05882353,66.38235294,25.61764706,56.79411765,0.451,7.705882353,20.44117647,0.377,13.11764706,17.79411765,9.764705882,28.17647059,14.14705882,7.735294118,3.5,11.47058824,15.29411765,0.771,13.53,6.53,0.9375,68.97142857,60.42857143,24.91428571,57.2,0.436,29.75,18.8,0.362,12.34285714,18.02857143,13.42857143,32.71428571,15.91428571,7.057142857,16.125,11.51428571,18.02857143
"San Jose, CA",0,2,4,2013,Syracuse,1,12,California,1,1,0.636,10.65,7.77,0.666666667,67.21212121,64.33333333,25.24242424,56.81818182,0.444,4.060606061,13.42424242,0.302,12.66666667,17.72727273,10.93939394,34.36363636,14.18181818,5.818181818,4.666666667,12.63636364,16.63636364,0.75,20.3,8.57,0.894736842,70.4,58.675,25.175,57.325,0.439,23.3,17.4,0.335,14.225,21.075,14,34.5,14.05,9,24.8,12.375,15.925
"San Jose, CA",2,1,5,2013,Oklahoma State,1,12,Oregon,1,0,0.727,15.57,6.73,0.882352941,71.84848485,63,24.66666667,56.18181818,0.439,20.33333333,17.57575758,0.316,16.96969697,22.75757576,10.72727273,33.63636364,12.06060606,7.515151515,17.22222222,12.45454545,18.12121212,0.757,13.82,5.77,0.666666667,71.62162162,63.56756757,25.51351351,57.02702703,0.447,5.189189189,15.59459459,0.333,15.40540541,21.86486486,10.33333333,34.72972973,13.08108108,8.486486486,3.945945946,15,17.59459459
"Kansas City, MO",0,1,5,2013,Wisconsin,1,12,Mississippi,1,0,0.657,18.76,9.73,0.833333333,64.97142857,55.94285714,23.51428571,56,0.42,21.58333333,22.42857143,0.33,10.54285714,16.62857143,11.45714286,34.34285714,13.28571429,5.714285714,12.75,9.542857143,14.02857143,0.75,14.42,4.14,0.666666667,77.19444444,66.91666667,27.13888889,61.94444444,0.438,6.611111111,20.41666667,0.324,16.30555556,24.05555556,12.64705882,34.75,12.5,8.25,5.138888889,10.97222222,16.83333333
"San Jose, CA",0,1,5,2013,Nevada-Las Vegas,0,12,California,1,0,0.636,10.65,7.77,0.666666667,67.21212121,64.33333333,25.24242424,56.81818182,0.444,4.060606061,13.42424242,0.302,12.66666667,17.72727273,10.93939394,34.36363636,14.18181818,5.818181818,4.666666667,12.63636364,16.63636364,0.714,12.92,5.71,0.894736842,71.37142857,63.02857143,24.91428571,57.2,0.436,22.7,19.68571429,0.329,15,21.34285714,11.94285714,36.6,16.05714286,7.228571429,20.3,13.91428571,16.94285714
"Auburn Hills, MI",0,1,5,2013,Virginia Commonwealth,0,12,Akron,1,1,0.788,8.11,0.18,0.875,71.78787879,62.75757576,25.81818182,56.78787879,0.455,6.939393939,20.87878788,0.332,13.21212121,20.54545455,12.87878788,34.6969697,14.6969697,7,5.727272727,13.87878788,17.48484848,0.75,16.89,4.47,0.882352941,76.94444444,64.52777778,28.05555556,62.30555556,0.45,31.22222222,22.22222222,0.351,13.02777778,18.58333333,13.30555556,32.08333333,14.47222222,11.72222222,12.11111111,11.30555556,19.66666667
"Auburn Hills, MI",1,2,6,2013,Memphis,1,11,Saint Mary's (CA),0,1,0.861,12.26,2.7,0.944444444,74.47222222,64.91666667,27.11111111,57.52777778,0.471,44,16.44444444,0.372,14.13888889,21.41666667,12.16666667,34.52777778,16.80555556,8.916666667,46.2,14.52777778,18.08333333,0.8,14.51,3.31,0.875,74.57142857,62.94285714,26,55.4,0.469,7.8,20.8,0.375,14.77142857,20.37142857,12.05714286,34.25714286,14.34285714,6.114285714,2.8,11.88571429,17.48571429
"Austin, TX",2,2,6,2013,UCLA,1,11,Minnesota,1,0,0.714,12.88,7.82,0.833333333,74.4,69.34285714,27.45714286,60.88571429,0.451,17.1,14.68571429,0.333,14.6,20.17142857,11.05714286,33.28571429,15.97142857,8.085714286,12.7,11.17142857,15.02857143,0.618,16.83,10.31,0.444444444,68.73529412,62.20588235,23.97058824,54.05882353,0.443,5.411764706,16.05882353,0.337,15.38235294,22.47058824,14.73529412,34.88235294,14.79411765,7.441176471,5.5,13.73529412,17.79411765
"Lexington, KY",1,0,6,2013,Butler,0,11,Bucknell,1,1,0.824,6.95,-1.96,0.857142857,66.97058824,57.82352941,24.05882353,53.14705882,0.453,4.617647059,12.88235294,0.358,14.23529412,19.17647059,8.628571429,33.58823529,13.38235294,3.470588235,4.088235294,9.441176471,14.64705882,0.75,10.99,6.08,0.875,69.30555556,63.86111111,24.13888889,53.63888889,0.45,26.55555556,19.11111111,0.347,14.38888889,20.66666667,11.63888889,33.69444444,12.91666667,5.722222222,10.44444444,13.16666667,17.88888889
"Salt Lake City, UT",2,1,6,2013,Arizona,1,11,Belmont,1,1,0.788,10.37,-0.96,0.875,76.75757576,64.51515152,27.45454545,55.87878788,0.491,8.454545455,22.09090909,0.383,13.39393939,18.3030303,9.303030303,29.27272727,15.63636364,9.757575758,2.666666667,13.33333333,18.3030303,0.771,17.3,7.47,0.875,73.42857143,63.6,25.14285714,55.22857143,0.455,33.625,20.71428571,0.371,15.45714286,20.62857143,11.22857143,33.48571429,13.6,6.685714286,16.75,13.08571429,16.68571429
"Salt Lake City, UT",2,1,6,2013,Arizona,1,14,Harvard,1,1,0.667,3.95,0.16,0.785714286,68.3,64.13333333,22.56666667,47.5,0.475,6.366666667,16,0.398,16.8,23.23333333,10.53333333,26.53333333,13.06666667,7.266666667,4.2,13.3,15.23333333,0.771,17.3,7.47,0.875,73.42857143,63.6,25.14285714,55.22857143,0.455,33.625,20.71428571,0.371,15.45714286,20.62857143,11.22857143,33.48571429,13.6,6.685714286,16.75,13.08571429,16.68571429
"Philadelphia, PA",2,2,7,2013,San Diego State,0,10,Oklahoma,1,1,0.676,13.01,6.19,0.933333333,69.29411765,61.08823529,24.67647059,56.35294118,0.438,18.36363636,18.17647059,0.327,14,20.5,11.05882353,33.64705882,12.5,6.911764706,14.09090909,12.05882353,14.61764706,0.625,11.4,7.09,0.631578947,70.625,66.3125,25.09375,57.71875,0.435,4.96875,15.40625,0.323,15.46875,20.4375,11.78125,33.3125,12.3125,6.4375,2.78125,11.75,17.40625
"Dayton, OH",1,0,7,2013,Notre Dame,1,10,Iowa State,1,0,0.657,14.5,6.13,0.611111111,79.4,71.02857143,27.48571429,60.31428571,0.456,9.885714286,26.4,0.374,14.54285714,19.88571429,8.685714286,35.37142857,16,6.371428571,2.771428571,13.14285714,16.94285714,0.714,13.74,7.22,0.894736842,70,63.48571429,25.48571429,55.11428571,0.462,22.8,17.62857143,0.37,12.51428571,17.65714286,11.05714286,32.74285714,16.77142857,5,13.2,11.22857143,14.14285714
"Philadelphia, PA",2,2,7,2013,San Diego State,0,15,Florida Gulf Coast,0,0,0.703,2.76,-2.07,0.722222222,72.86486486,66.72972973,26.37837838,57.08108108,0.462,6.675675676,19.51351351,0.342,13.43243243,19.89189189,11.13513514,33.13513514,14.13513514,8.945945946,3.756756757,14.72972973,17.54054054,0.676,13.01,6.19,0.933333333,69.29411765,61.08823529,24.67647059,56.35294118,0.438,18.36363636,18.17647059,0.327,14,20.5,11.05882353,33.64705882,12.5,6.911764706,14.09090909,12.05882353,14.61764706
"Philadelphia, PA",1,1,7,2013,Creighton,0,10,Cincinnati,1,1,0.647,14.46,6.93,0.5,66.52941176,59,23.26470588,57.73529412,0.403,6.764705882,21.44117647,0.316,13.23529412,20.47058824,13.36363636,35.85294118,12.20588235,7.058823529,6.117647059,12.70588235,17.79411765,0.778,16.44,5.16,0.882352941,74.44444444,63.16666667,26.16666667,52.27777778,0.501,38.375,20.61111111,0.414,13.58333333,17.88888889,8.333333333,32.55555556,16.91666667,4.833333333,11.5,12.30555556,16.33333333
"Austin, TX",1,2,7,2013,Illinois,1,10,Colorado,1,1,0.636,11.95,7.95,0.555555556,67.57575758,63.57575758,23.48484848,54.18181818,0.433,5.393939394,15.66666667,0.344,15.21212121,22.18181818,11.45454545,34.18181818,9.939393939,6.96969697,3.181818182,13.3030303,15.90909091,0.639,13.23,10.08,0.75,68.47222222,64.77777778,23.83333333,57.88888889,0.412,21.53846154,24.25,0.321,13.02777778,17.94444444,11.86111111,30.5,10.13888889,6.805555556,10.92307692,11.41666667,18
"Salt Lake City, UT",2,2,8,2013,Pittsburgh,1,9,Wichita State,0,0,0.727,18.82,5.63,0.842105263,69.15151515,55.96969697,25.36363636,53.78787879,0.472,18.11111111,14.15151515,0.349,13.48484848,20.18181818,12.87878788,32.33333333,16.27272727,6.606060606,14.55555556,11.03030303,17.42424242,0.769,14.68,6.09,0.666666667,69.74358974,61.15384615,24.46153846,55.53846154,0.44,6.641025641,19.61538462,0.339,14.17948718,20.28205128,13.12820513,34.74358974,13.58974359,7.41025641,4.435897436,12.61538462,17.94871795
"Kansas City, MO",1,1,8,2013,North Carolina,1,9,Villanova,1,1,0.694,14.52,8.01,0.875,76.72222222,69.22222222,28.41666667,64.47222222,0.441,24.72727273,20.08333333,0.376,12.27777778,18.19444444,13.27777778,34.83333333,17.11111111,8.416666667,10.63636364,12.02777778,14.97222222,0.588,10.74,8.53,0.555555556,67.85294118,65.11764706,21.52941176,51.76470588,0.416,6,18.14705882,0.331,18.79411765,26.14705882,8.775,32.82352941,12.14705882,7.735294118,3.352941176,15.67647059,19.14705882
"Dayton, OH",1,1,8,2013,North Carolina State,1,9,Temple,0,0,0.686,14.32,7.17,0.941176471,77.37142857,70.22857143,28.14285714,56.77142857,0.496,16.72727273,13.45714286,0.391,15.82857143,23.22857143,11.31428571,33.88571429,14.6,6.485714286,13.36363636,12.37142857,15.54285714,0.706,9.52,5.2,0.6875,72.23529412,67.91176471,25.02941176,58.41176471,0.428,7.147058824,21.76470588,0.328,15.02941176,20.79411765,11.20588235,31.08823529,14.61764706,7.852941176,3.705882353,10.76470588,16.41176471
"Lexington, KY",2,0,8,2013,Colorado State,0,9,Missouri,1,1,0.743,13.65,5.89,0.941176471,72.94285714,63.68571429,25.17142857,56.02857143,0.449,20,15.2,0.338,17.45714286,24.42857143,14.08571429,37.05714286,12.71428571,4.628571429,8.222222222,11.11428571,17.14285714,0.676,15.41,6,0.611111111,76.11764706,66.70588235,27.17647059,59.26470588,0.459,6.323529412,18.67647059,0.339,15.44117647,20.76470588,13.35294118,37.23529412,13.88235294,6.735294118,3.5,13,16.67647059
"Los Angeles, CA",2,1,9,2013,Wichita State,0,13,La Salle,1,0,0.706,10.14,4.46,0.6875,72.05882353,66.38235294,25.61764706,56.79411765,0.451,7.705882353,20.44117647,0.377,13.11764706,17.79411765,9.764705882,28.17647059,14.14705882,7.735294118,3.5,11.47058824,15.29411765,0.769,14.68,6.09,0.875,69.74358974,61.15384615,24.46153846,55.53846154,0.44,28.77777778,19.61538462,0.339,14.17948718,20.28205128,13.12820513,34.74358974,13.58974359,7.41025641,19.22222222,12.61538462,17.94871795
"Kansas City, MO",2,1,12,2013,Mississippi,1,13,La Salle,0,0,0.706,10.14,4.46,0.6875,72.05882353,66.38235294,25.61764706,56.79411765,0.451,7.705882353,20.44117647,0.377,13.11764706,17.79411765,9.764705882,28.17647059,14.14705882,7.735294118,3.5,11.47058824,15.29411765,0.75,14.42,4.14,0.941176471,77.19444444,66.91666667,27.13888889,61.94444444,0.438,26.44444444,20.41666667,0.324,16.30555556,24.05555556,12.94444444,34.75,12.5,8.25,20.55555556,10.97222222,16.83333333
"Dayton, OH",1,1,16,2013,Liberty,0,16,North Carolina A&T,0,0,0.417,-9.13,-5.8,0.533333333,69.13888889,69.97222222,23.27777778,54.27777778,0.429,11.95238095,18.58333333,0.375,15.61111111,21.38888889,10.19444444,32.33333333,12.30555556,5.472222222,5,13.27777778,19.02777778,0.541,-6.94,-6.3,0.5,62.13513514,61.91891892,20.97297297,52.08108108,0.403,5.810810811,19.10810811,0.304,14.37837838,21.86486486,10.45945946,31.51351351,10.94594595,7.054054054,4.459459459,15.24324324,19.35135135
"Dayton, OH",0,1,16,2013,North Carolina A&T,0,16,Liberty,0,0,0.417,-9.13,-5.8,0.375,69.13888889,69.97222222,23.27777778,54.27777778,0.429,6.972222222,18.58333333,0.375,15.61111111,21.38888889,10.19444444,32.33333333,12.30555556,5.472222222,2.916666667,13.27777778,19.02777778,0.541,-6.94,-6.3,0.75,62.13513514,61.91891892,20.97297297,52.08108108,0.403,12.64705882,19.10810811,0.304,14.37837838,21.86486486,10.45945946,31.51351351,10.94594595,7.054054054,9.705882353,15.24324324,19.35135135
"Dayton, OH",1,1,16,2013,James Madison,0,16,Long Island University,1,0,0.588,-3.21,-5.8,0.666666667,78.73529412,76.14705882,26.91176471,56.14705882,0.479,7.235294118,19.02941176,0.38,17.67647059,25.58823529,11.88235294,31.85294118,15.14705882,6.823529412,3.441176471,14.29411765,17.55882353,0.583,-1.73,-2.28,0.714285714,65.16666667,64.61111111,22.72222222,53.91666667,0.421,14.06666667,17.44444444,0.336,13.86111111,19.83333333,10.13888889,29.55555556,11.75,7.555555556,11.06666667,11.13888889,17.22222222
